# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "exon" "-g" "gene_id" "-a" "/data/yuyuan/rna_my/lettuce_v11/Lsat_Salinas_v11.genome.gtf" "-o" "4_quantification/gene_counts.txt" "3_bam/Bud_rep1.sorted.bam" "3_bam/Bud_rep2.sorted.bam" "3_bam/Bud_rep3.sorted.bam" "3_bam/cot_rep1.sorted.bam" "3_bam/cot_rep2.sorted.bam" "3_bam/cot_rep3.sorted.bam" "3_bam/F1_rep1.sorted.bam" "3_bam/F2_rep1.sorted.bam" "3_bam/L_rep1.sorted.bam" "3_bam/L_rep2.sorted.bam" "3_bam/L_rep3.sorted.bam" "3_bam/n_rep1.sorted.bam" "3_bam/n_rep2.sorted.bam" "3_bam/n_rep3.sorted.bam" "3_bam/O_rep1.sorted.bam" "3_bam/O_rep2.sorted.bam" "3_bam/O_rep3.sorted.bam" "3_bam/R_rep1.sorted.bam" "3_bam/R_rep2.sorted.bam" "3_bam/R_rep3.sorted.bam" "3_bam/S_rep1.sorted.bam" "3_bam/S_rep2.sorted.bam" "3_bam/S_rep3.sorted.bam" "3_bam/stem_rep1.sorted.bam" "3_bam/stem_rep2.sorted.bam" "3_bam/stem_rep3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	3_bam/Bud_rep1.sorted.bam	3_bam/Bud_rep2.sorted.bam	3_bam/Bud_rep3.sorted.bam	3_bam/cot_rep1.sorted.bam	3_bam/cot_rep2.sorted.bam	3_bam/cot_rep3.sorted.bam	3_bam/F1_rep1.sorted.bam	3_bam/F2_rep1.sorted.bam	3_bam/L_rep1.sorted.bam	3_bam/L_rep2.sorted.bam	3_bam/L_rep3.sorted.bam	3_bam/n_rep1.sorted.bam	3_bam/n_rep2.sorted.bam	3_bam/n_rep3.sorted.bam	3_bam/O_rep1.sorted.bam	3_bam/O_rep2.sorted.bam	3_bam/O_rep3.sorted.bam	3_bam/R_rep1.sorted.bam	3_bam/R_rep2.sorted.bam	3_bam/R_rep3.sorted.bam	3_bam/S_rep1.sorted.bam	3_bam/S_rep2.sorted.bam	3_bam/S_rep3.sorted.bam	3_bam/stem_rep1.sorted.bam	3_bam/stem_rep2.sorted.bam	3_bam/stem_rep3.sorted.bam
LOC111894707	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	1625432;1625432;1626681;1626681;1626855;1626855;1627039;1627039;1627224;1627224;1627364;1627364;1627533;1627533;1627752;1627752;1627923;1627923;1628159;1628159;1628449;1628449;1628688;1628688;1628913;1628913;1629096;1629096;1629361;1629361	1626027;1626027;1626743;1626743;1626926;1626926;1627146;1627146;1627298;1627298;1627417;1627417;1627658;1627658;1627841;1627841;1628045;1628045;1628281;1628281;1628565;1628565;1628744;1628744;1628987;1628987;1629220;1629228;1629663;1629663	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2115	3215	2970	3111	1252	1840	1834	3942	3021	1533	1404	1382	1264	1421	1221	1346	1472	1690	2731	2492	2446	3079	3335	2971	1938	1884	2011
LOC111894706	Lsat_v11_chr1	1629751	1631858	-	2108	912	1068	1125	400	482	569	775	821	1348	285	431	1215	864	1158	1285	729	833	184	168	203	451	470	356	250	345	289
LOC111894689	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	1649219;1649473;1650189;1650428;1650644;1650879	1649366;1649622;1650324;1650565;1650765;1651220	+;+;+;+;+;+	1036	277	219	306	322	247	244	280	466	49	524	148	524	333	463	872	1080	801	14	3	12	119	115	134	431	440	389
LOC111894742	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	1672101;1672282;1673250;1673503;1675384;1675593;1675816;1676083;1676402;1676637;1676873;1677082;1677374;1677733;1677976;1680612	1672197;1672345;1673371;1673562;1675503;1675718;1675957;1676253;1676557;1676743;1676963;1677223;1677530;1677852;1678102;1680978	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2169	7	18	42	2	4	62	44	53	32	15	149	33	134	77	6	0	2	62	65	441	66	578	631	139	489	130
LOC111894736	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	1741791;1742076;1742547;1742701;1742940;1745198;1749691;1749940;1750256;1750446;1750636;1751207;1751569;1751981;1752457	1741992;1742197;1742606;1742820;1743059;1745339;1749861;1750095;1750362;1750536;1750777;1751363;1751685;1752107;1752906	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2284	73	145	187	4	0	83	101	179	40	37	230	123	378	300	51	0	0	73	77	417	132	527	576	681	770	447
LOC128132213	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	1804276;1804694;1804990;1805243;1807173;1807499	1804606;1804889;1805134;1806292;1807432;1807502	-;-;-;-;-;-	1986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111894732	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	1807972;1813126;1813347;1813486;1813695;1813921;1814436;1814763;1815046;1815243;1815445;1820312;1821642;1821904;1822104	1808100;1813247;1813406;1813605;1813814;1814065;1814606;1814918;1815152;1815336;1815586;1820468;1821758;1822030;1822384	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2048	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0
LOC111894714	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	1891128;1891799;1892130;1902889	1891705;1892048;1892282;1902933	-;-;-;-	1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111894750	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	1993919;1993919;1994121;1994121;1994121;1996295;1996295;1996295;1997057;1997057;1997057;1997258;1997258;1997258;1997563;1997563;1997563;1997776;1997776;1997776;1998085;1998085;1998085;1998330;1998330;1998330;1998590;1998590;1998590;1998899;1998899;1998899;1999143;1999143;1999143;1999396;1999396;1999396;1999625;1999625;1999652;1999847;1999847;1999847;2000046;2000046;2000046	1994010;1994010;1994207;1994203;1994203;1996416;1996416;1996416;1997116;1997116;1997116;1997377;1997377;1997377;1997682;1997682;1997682;1997917;1997917;1997917;1998255;1998255;1998255;1998485;1998485;1998485;1998696;1998696;1998696;1998992;1998992;1998992;1999284;1999284;1999284;1999552;1999552;1999552;1999741;1999741;1999741;1999973;1999973;1999973;2000346;2000346;2000347	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2116	930	659	855	0	14	36	334	449	344	2	237	44	75	60	10	0	4	264	78	119	130	220	270	347	296	175
LOC111894734	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	2023426;2023755;2025133;2025319;2025623;2032204;2033299;2033676;2033951;2034276;2034628;2035776;2036005;2036179;2036503;2036719;2036930	2023648;2023897;2025228;2025522;2032133;2033216;2033598;2033880;2034195;2034547;2035699;2035922;2036085;2036404;2036642;2036825;2037194	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11250	6561	6331	5934	2545	4328	6693	3571	5852	2791	1907	820	2484	1060	1146	3176	3605	2414	5134	4017	8632	3527	5015	3893	3886	3736	3329
LOC111894699	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	2073661;2074917;2075340;2075771;2076356;2076657;2076922;2077110;2077465;2079641;2081572;2081738;2082279;2082613;2082966;2083203;2083346;2083536;2083793;2084201;2084445;2085427	2073960;2075028;2075612;2076036;2076569;2076827;2076999;2077367;2079552;2081480;2081669;2082201;2082528;2082837;2083105;2083275;2083447;2083706;2084119;2084368;2084868;2085866	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8482	2714	2674	2693	1373	2186	3950	2170	4864	1051	1640	625	915	629	520	1310	1852	1722	2962	2363	4926	1783	2936	1863	1123	1034	983
LOC111894753	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	2222704;2222708;2227236;2227236;2227717;2227717;2228009;2228009;2228194;2228194;2228467;2228467;2228907;2228907;2229055;2229055;2229233;2229233;2229447;2229447;2229614;2229614;2229804;2230016;2230016;2230238;2230238;2230444;2230444	2224285;2224285;2227534;2227534;2227861;2227861;2228121;2228121;2228357;2228357;2228778;2228778;2228947;2228947;2229123;2229123;2229333;2229333;2229531;2229531;2229712;2229712;2229872;2230147;2230147;2230332;2230332;2230755;2230755	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3618	261	329	244	731	1212	1154	672	790	457	485	431	724	776	735	382	566	546	1489	887	2388	41	62	68	48	38	23
LOC111894723	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	2238884;2239782;2241016;2241179	2239693;2240044;2241038;2241373	-;-;-;-	1291	1129	1213	967	1119	1371	989	792	650	682	1076	461	586	771	540	676	782	925	1114	1002	769	944	987	735	533	601	664
LOC111894724	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	2273574;2274127;2274343;2274660;2275209;2275521;2277512	2274044;2274264;2274540;2275106;2275430;2275648;2277763	-;-;-;-;-;-;-	1856	758	894	590	810	1651	1459	1819	2419	981	3938	1799	585	440	344	951	2170	2511	947	1122	1018	885	1003	1235	861	1023	1005
LOC111894725	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	2285604;2285604;2285983;2285983;2286251;2286251;2286371;2286371;2286694;2286694;2287135;2287135	2285877;2285877;2286091;2286091;2286278;2286278;2286528;2286525;2286784;2286784;2287662;2287663	-;-;-;-;-;-;-;-;-;-;-;-	1189	3518	2936	2954	2633	3084	2826	4862	6231	1610	3269	1432	1830	1738	1493	3199	4376	3794	3011	2035	2777	2159	2103	2504	3436	4376	3555
LOC111894751	Lsat_v11_chr1;Lsat_v11_chr1	2290959;2294405	2294202;2295306	-;-	4146	127	157	132	0	2	0	233	262	2	0	5	0	0	0	0	0	0	2	4	0	0	6	2	0	0	0
LOC111894752	Lsat_v11_chr1;Lsat_v11_chr1	2295812;2296396	2296206;2297018	+;+	1018	53	16	34	0	0	0	169	342	0	0	2	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0
LOC111894756	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	2297461;2298203;2298357;2298654;2298818;2299059;2299289;2299529;2299710;2299900;2304080	2298139;2298264;2298569;2298738;2298975;2299182;2299451;2299614;2299798;2300890;2304777	-;-;-;-;-;-;-;-;-;-;-	3348	3079	2914	3147	1389	1820	1607	1765	2471	1309	916	484	923	812	683	957	1027	1171	1608	1505	1707	1215	1680	1457	1143	993	1154
LOC111894715	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	2305673;2306117;2306448;2306617;2307205;2307436;2307609;2308193;2308461;2308705;2308934;2309092;2309302;2309475;2309802;2310097;2310432;2310538;2310698;2310925;2311109;2311271;2311587;2311755;2311979	2305861;2306197;2306501;2306653;2307281;2307506;2307687;2308337;2308580;2308782;2308989;2309161;2309386;2309721;2310011;2310327;2310463;2310598;2310781;2311026;2311182;2311313;2311664;2311904;2312269	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2745	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111894696	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	2350378;2351683;2353090;2353414	2350960;2351805;2353206;2353629	+;+;+;+	1039	6281	5228	5509	5116	5730	5152	4483	4101	6270	7022	3526	5653	5400	4449	6461	7784	7674	12219	13108	10320	13082	12192	11510	10935	11358	10506
LOC111894702	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	2433423;2433423;2433423;2433423;2433424;2433430;2433431;2433431;2433432;2433432;2433433;2433434;2433434;2433436;2434594;2434594;2434594;2434594;2434594;2434594;2434594;2434594;2434594;2434594;2434594;2434594;2434594;2434594;2435359;2435359;2435359;2435359;2435359;2435359;2435359;2435359;2435359;2435359;2435359;2435359;2435359;2435359;2441906;2441936;2441936;2441936;2441936;2441936;2441949;2442155;2442155;2442155;2442155;2442155;2442155;2442155;2442155;2442155;2442155;2442155;2444443;2444443;2444443;2446314;2446768;2446768;2446768;2446768;2446768;2446768;2446768;2446768;2446768;2446768;2446768;2447342;2447342;2447342	2433598;2433598;2433598;2433598;2433598;2433598;2433598;2433598;2433598;2433598;2433598;2433598;2433598;2433598;2434717;2434717;2434717;2434717;2434717;2434717;2434717;2434717;2434717;2434717;2434717;2434717;2434717;2434717;2435424;2435424;2435424;2435424;2435424;2435424;2435424;2435424;2435424;2435424;2435424;2435424;2435424;2435424;2442031;2442031;2442031;2442031;2442031;2442031;2442031;2442221;2442221;2442221;2442221;2442221;2442221;2446685;2446685;2446213;2446685;2446685;2446685;2446685;2446685;2446685;2447080;2447080;2447080;2447080;2447080;2447080;2447080;2447080;2447080;2447080;2447080;2447675;2447675;2447675	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5670	363	401	444	140	151	122	129	243	207	105	119	151	96	109	192	142	131	185	187	193	198	198	199	250	148	188
LOC111894728	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	2451164;2451780;2452005;2452967;2453114	2451691;2451919;2452088;2453026;2453651	+;+;+;+;+	1350	1438	883	1090	465	936	1034	239	246	603	758	351	1110	805	916	1207	1244	1276	511	310	408	465	648	402	503	547	519
LOC111894743	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	2531433;2532193;2532378;2532646;2532944;2533160	2532037;2532279;2532476;2532853;2533059;2533575	+;+;+;+;+;+	1531	3026	3556	2881	572	501	304	832	527	1070	94	472	286	340	344	38	34	20	852	891	825	894	697	869	731	614	1302
LOC111894718	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	2687570;2689531;2690668;2691113	2689059;2690405;2690797;2691509	-;-;-;-	2892	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC122195779	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	2712210;2712494;2712691;2713031;2713293;2713606	2712417;2712605;2712837;2713200;2713405;2713691	-;-;-;-;-;-	836	0	4	0	0	0	0	147	195	0	0	0	0	0	0	0	0	0	44	16	49	0	0	0	0	0	0
LOC128133063	Lsat_v11_chr1	2786473	2787672	+	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111894691	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	2788769;2790016;2790784;2791005	2788951;2790525;2790925;2792613	+;+;+;+	2444	3431	3504	3599	794	1198	1151	2046	1570	1293	828	642	1086	1023	975	1023	792	1100	5480	5146	5382	4141	4522	3840	2135	1591	2125
LOC111894726	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	2801171;2802539;2803434;2803643;2803857;2804032;2804250;2804462;2804661;2804844;2805077;2805319;2805526;2806123;2806369;2806533;2806684;2806893	2801459;2802607;2803511;2803777;2803952;2804160;2804365;2804579;2804766;2804989;2805244;2805429;2806050;2806213;2806464;2806603;2806805;2807196	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2770	1582	1571	1643	246	380	366	1031	1303	661	504	326	490	368	316	478	528	700	1139	1006	1536	1506	1617	1557	1274	1288	1043
LOC111894741	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	2886863;2886865;2887164;2887164	2887053;2887075;2887785;2887785	+;+;+;+	835	308	116	145	108	156	307	212	144	104	2889	654	426	507	191	2118	6408	4682	270	296	327	412	309	425	370	415	236
LOC122198242	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	3000563;3000563;3000563;3000563;3000563;3000563;3000564;3000564;3000564;3000564;3000899;3000899;3000899;3000899;3000899;3000899;3000899;3000899;3000899;3000910;3001137;3001882;3001882;3001882;3002155;3002155;3002205;3002205;3003219;3003219;3003219;3003219;3003219;3003219;3003219;3003219;3003219;3003219;3003861;3003861;3003996	3000808;3000808;3000808;3000808;3000808;3000808;3000808;3000808;3000808;3000808;3002534;3001972;3001059;3002534;3001788;3001788;3001788;3002534;3001972;3002534;3002534;3001972;3001972;3002534;3002534;3002534;3002534;3002534;3003492;3003492;3003492;3003492;3003492;3003320;3003492;3003492;3003320;3003492;3004117;3003913;3004117	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2413	1143	946	1248	718	684	644	1181	975	646	1400	1427	2284	2600	2749	2642	3337	3023	496	479	511	595	752	613	1278	1197	1379
